"","No.","AV.Pyrometer","AV.MTC1","AV.Abs..Piston.T","AV.Force","I.RMS","U.RMS","pression","reldisp","dplblanc","dplcorr","hlitpoudre","density","reldensity","DDDTsurD"
"631",630,1051,29,19.4,16,1.39,5.28,5.09295817894065,-0.120000000000001,-0.132958093362647,0.0129580933626461,1.05830988618379,0.300771910325433,0.300771910325433,-0.00046802899277287
"641",640,1072,29,19.39,16,1.42,5.33,5.09295817894065,-0.129999999999999,-0.155311052750755,0.0253110527507557,1.06830988618379,0.297956510840553,0.297956510840553,-0.000472451411942179
"651",650,1085,30,19.39,16,1.43,5.33,5.09295817894065,-0.129999999999999,-0.169209469281784,0.0392094692817848,1.06830988618379,0.297956510840553,0.297956510840553,0
"661",660,1103,30,19.39,16,1.45,5.37,5.09295817894065,-0.129999999999999,-0.188530275871533,0.0585302758715342,1.06830988618379,0.297956510840553,0.297956510840553,0
"671",670,1120,30,19.39,16,1.48,5.44,5.09295817894065,-0.129999999999999,-0.206859645029344,0.0768596450293452,1.06830988618379,0.297956510840553,0.297956510840553,0
"681",680,1136,31,19.39,16,1.49,5.45,5.09295817894065,-0.129999999999999,-0.224183529776028,0.0941835297760289,1.06830988618379,0.297956510840553,0.297956510840553,0
"691",690,1152,31,19.39,16,1.52,5.49,5.09295817894065,-0.129999999999999,-0.241577924849622,0.111577924849623,1.06830988618379,0.297956510840553,0.297956510840553,0
"701",700,1168,32,19.39,16,1.55,5.55,5.09295817894065,-0.129999999999999,-0.259042830250126,0.129042830250127,1.06830988618379,0.297956510840553,0.297956510840553,0
"711",710,1187,33,19.39,16,1.56,5.57,5.09295817894065,-0.129999999999999,-0.279873986208919,0.14987398620892,1.06830988618379,0.297956510840553,0.297956510840553,0
"721",720,1203,33,19.39,16,1.59,5.61,5.09295817894065,-0.129999999999999,-0.297493132949539,0.16749313294954,1.06830988618379,0.297956510840553,0.297956510840553,0.000472451411942179
"731",730,1219,34,19.4,16,1.62,5.67,5.09295817894065,-0.120000000000001,-0.31518279001707,0.195182790017069,1.05830988618379,0.300771910325433,0.300771910325433,0.00192673324151522
"741",740,1236,34,19.43,16,1.63,5.7,5.09295817894065,-0.0899999999999999,-0.334055309036861,0.244055309036861,1.02830988618379,0.309546655595314,0.309546655595314,0.0045155359675277
"751",750,1252,35,19.49,16,1.66,5.74,5.09295817894065,-0.0300000000000011,-0.351890393653644,0.321890393653643,0.968309886183793,0.328727291464804,0.328727291464804,0.0080408849273722
"761",760,1268,36,19.58,16,1.69,5.79,5.09295817894065,0.0599999999999987,-0.369795988597338,0.429795988597336,0.878309886183793,0.362411822058419,0.362411822058419,0.0125596051535663
"771",770,1287,36,19.7,16,1.72,5.82,5.09295817894065,0.18,-0.391150463388667,0.571150463388667,0.758309886183792,0.419762279225569,0.419762279225569,0.0162311249859804
"781",780,1303,37,19.82,16,1.76,5.89,5.09295817894065,0.300000000000001,-0.409210299672477,0.709210299672477,0.638309886183791,0.498676102428623,0.498676102428623,0.0194884189088662
"791",790,1319,38,19.94,16,1.76,5.89,5.09295817894065,0.420000000000002,-0.427340646283196,0.847340646283198,0.51830988618379,0.614130454904963,0.614130454904963,0.0213526842599975
"801",800,1336,39,20.04,16,1.79,5.94,5.09295817894065,0.52,-0.446681397942626,0.966681397942626,0.418309886183792,0.760942776389309,0.760942776389309,0.0196952619074562
"811",810,1351,39,20.11,16,1.82,5.99,5.09295817894065,0.59,-0.463812870485366,1.05381287048537,0.348309886183792,0.91386980045645,0.91386980045645,0.013079391806759
"821",820,1367,40,20.14,16,1.85,6.04,5.09295817894065,0.620000000000001,-0.482154748076817,1.10215474807682,0.318309886183791,1,1,0.00592825492408404
"831",830,1387,41,20.15,16,1.87,6.07,5.09295817894065,0.629999999999999,-0.505181250213347,1.13518125021335,0.308309886183793,1.03243489893813,1.03243489893813,0.00157079632679459
"841",840,1402,42,20.15,16,1.89,6.1,5.09295817894065,0.629999999999999,-0.522523427443925,1.15252342744392,0.308309886183793,1.03243489893813,1.03243489893813,-0.00157079632679459
"851",850,1419,43,20.14,16,1.93,6.16,5.09295817894065,0.620000000000001,-0.542252812194255,1.16225281219426,0.318309886183791,1,1,-0.00162174494690656
"861",860,1436,43,20.14,16,1.93,6.17,5.09295817894065,0.620000000000001,-0.562061796493323,1.18206179649332,0.318309886183791,1,1,NA
